Client ID,Project ID,Branch,Year,Rating (0-10),Client Feedback,Langauage,Focus of Engagement,Type of Client,Feedback Submission Date,1. Net promoter score,2. Professionalism,2. Understanding,2. Deliverables,2. Recommendations,4. Most Valuable,5. Improvements,6a. Recommendations implementation,6b. Recommendations reasons,7 Help aims,8. Overall experience,9. Public Disclosure,10. Public Feedback,11. Will repeat?
2146,2362,Hansraj College,,8,b. Good (6-8),English,Strategy,Children/Youth,7/5/2020 23:31,8,4,4,4,4,"180 degrees helped us in documenting a plan which we want to implement in order to carry forward our projects and programs, esp the Volunteer and Business development plan. The profile created for CSR pitch has been really helpful for us to portray our projects professionally. ",More time,4,Yes we are currently using the CSR pitch.,4,We were glad to hire 180 degree and would like wet continue for other projects as well. We werr assigned very competent professional students for the projects.,yes,yes,yes
794,2039,University of Bath,2019,8,b. Good (6-8),English,Market Analysis,Community Support,12/11/2019 9:26,8,4,4,4,3,"Having an independent sounding board , a fresh pair of eyes",,3,"The project undertaken forms a small part of a larger initiative. It may or not form part of the launch package in April 2020. If not, then it will be explored as part of phase 2.",4,"Given that the team is young and inexperienced (with little horticultural knowledge) they have been extremely positive ,professional and have quickly understood the marketplace. They have made it a very easy and enjoyable exercise.",no,yes,yes
1739,1520,"University of California, Berkeley",2019,8,b. Good (6-8),English,Partnerships,Social Entrepreneurship (for-profit),12/17/2018 16:17,8,5,4,4,4,"Competitive insights, better understanding of the various programs others are diving in this space so we understand where we can add value vs be a 'me too'.",A bit more insights around key partners who can support with soft skills content.  Little bit more global focus vs NA given our company set up.  But overall very cool insights in a short turnaround,3,I hope we will take into consideration some of the new partner recommendations as we go forward with our dig skills program strategy eval in March.,4,"Excellent, highly professional with strong communication.  I would only recommend slowing down the pace of the presentation as it is a lot of great info, but just a little too fast paced speaking  ;)",yes,anon,yes
1165,2282,Hansraj College,2020,8,b. Good (6-8),English,Operations,Children/Youth,6/3/2020 2:45,8,4,4,4,4,The consulting team was very active and very defecated to give the best of results.,Overall the project ordain has come out to be good. But a little more researchers would have done a better contribution. ,4,As stated the  research is valuable and will help us in future implementation of the project. ,5,The team surely is profession and thrives to give a hands-on experience for their clients. ,yes,anon,yes
607,1129,University of Southern California,2018,8,b. Good (6-8),English,Fundraising,Children/Youth,5/31/2018 12:09,8,5,4,5,4,"The bench marking construct between our organization and others. Also, the project challenged our board to interact and collaborate more around our organization structure and mission statement. The project also provided our board with a roadmap and guide for implementation of fundraising and outreach.","We would have liked to have the consulting project provided more time. The engagement was rather brief.
 

",5,The report generated will be used as a working document moving forward.,5,"Informative, productive and well worth the experience. Our consultants were always professional, and timely. The wealth of innovative ideas, and concepts provided will totally reshape the with way our organization operates. We now have a template that can be used to develop and enhance our organizational footprint.",yes,yes,yes
520,1924,University of the Pacific Lima,2020,8,b. Good (6-8),Spanish,Fundraising,Technology,3/21/2020 17:05,8,3,5,5,5,Las recomendaciones finales. ,Una mejor comunicaciÃ³n y compromiso con el proyecto. ,5,Ya hemos implementado mÃ¡s de una de las recomendaciones porque su punto de vista diferente al nuestro hizo que tengan muy buenas ideas.,4,Muy buena.,yes,anon,no
2226,1700,University of the Pacific Lima,2019,8,b. Good (6-8),Spanish,Finance,Government,8/20/2019 9:35,8,4,5,4,5,La evaluaciÃ³n y presentaciÃ³n del albergue. El entregable final fue muy bueno y de hecho la organizaciÃ³n lo estÃ¡ implementando. ,Tal vez que la estrategia de recaudaciÃ³n de fondos (que era un adicional) estÃ© un poco mÃ¡s armada. ,5,El proyecto del albergue lo implementaremos. ,4,Me gusta el resultado final. Creo que al principio a los chicos les faltÃ³ ser un poco mÃ¡s profesionales (como ir a las reuniones vestidos mÃ¡s formales) y entender la complejidad del cliente al cual se le hacÃ­a la consultorÃ­a. Pero poco a poco el equipo fue consolidÃ¡ndose y al final hizo un gran proyecto y una muy buena entrega. Estamos muy contentos con su trabajo. ,yes,yes,yes
1329,2192,Daulat Ram College - University of Delhi ,2020,8,b. Good (6-8),English,Marketing,Social Entrepreneurship (for-profit),4/11/2020 15:26,8,5,4,5,4,The team performed all the task which were given to them,Extension of the contract period,4,,5,"It was a good experience with 180 DC. 
Looking forward for more such collaborations",yes,yes,yes
262,81,London School of Economics,2015,8,b. Good (6-8),,,,8/8/2015 7:01,8,3,5,3,5,,,3,I don't deal with a lot of other companies to make recommendations.,2,It was good. I think communication could have been better. More phone calls emails knowing what stage 180 were at. ,no,no,no
1806,1923,University of the Pacific Lima,2020,8,b. Good (6-8),Spanish,Management,Community Support,3/31/2020 16:30,8,4,4,5,5,"Evaluar con claridad la dificultad que la instituciÃ³n presentaba y dar el taller sobre las metas a lograr,",Mayores capacitaciones  a los equipos de trabajo,4,"si, especialmente las sugerencias para la parte administrativa.",4,"Personas profesionales, con capacidad objetiva para valorar lo positivo y las dificultades de una instituciÃ³n.
Personas con capacidades de adaptaciÃ³n de un contexto empresarial a un contexto social que ayudan en los logros de objetivos.",yes,yes,yes
113,22,University of New South Wales,2015,8,b. Good (6-8),,,,9/6/2015 20:34,8,5,4,4,4,really targeted recommendations ,not anything in particular. It's a challenge to understand all of the inner workings of the organisation in such a small period of time. Some of the recommendations were a little generic e.g. stalls but still useful. ,4,"One of the best recommendations was unavailable this year so will delay for next year

Some issues around capacity to be able to roll out all of the recommendations. Just one person responsible for this so need to build more volunteers in the area. ",4,Positive ,no,anon,yes
2120,1958,Leuven,2019,8,b. Good (6-8),Dutch,Fundraising,Health,12/13/2019 6:31,8,4,3,4,4,best practices ,"If it would be a two part project, in which we can try to implement some of the recommendations knowing these consultants'll take a second look at it in 2-3 months.",4,,4,"excellent, lot of work done in a short term.",yes,yes,yes
2120,1958,Leuven,2019,8,b. Good (6-8),Dutch,Fundraising,Health,12/13/2019 6:31,8,4,3,4,4,best practices ,"If it would be a two part project, in which we can try to implement some of the recommendations knowing these consultants'll take a second look at it in 2-3 months.",4,,4,"excellent, lot of work done in a short term.",yes,yes,yes
1755,1210,BITS Pilani,2019,8,b. Good (6-8),English,Expansion,Children/Youth,4/11/2019 21:59,8,5,4,5,4,We will now be reaching out to a few organisations that we didn't know were likely to give us grants or donate in kind to us. ,"To have understood our approach to funding as an organisation and to understand the work we do, better.",4,"Yes. We will look into applying for the CSRs that are suggested and apply, as we have not considered them before. ",4,"It was a very professional process, the members were very organised and had creative inputs. ",yes,anon,yes
1067,1742,Sofia,2019,8,b. Good (6-8),English,Human Resources,Volunteering,6/22/2019 10:32,8,5,4,4,3,It was an external view of what we do and potentially what we get wrong so it was good to see that some of the things we were doing were right or wrong of the perspective of 3rd party consultants,"The team focused too much on the channels that we should work on to deliver our messege when recruiting. Although that is helpful, we would have appreiciated if they focused more on the message that would have been disseminated through these channels.",5,"Yes, basically we have confirmation that most of the things we were speaking of doing or already doing are what should be done. We lack consistency and responsbile person up to this moment which has hurt us in producing results.",4,It was pleasant that they were so interested in us and our issues and they had fantastic attitude when working on the project.,yes,yes,yes
